,experiment_id,experiment_group,text,tweet_id,tweet_likes,retweets,tweet_created_at,user_id,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,dow,month_day,time,yr,ymd,tweet_id_char,created_at,description,location,followers_count,screen_name,statuses_count,favourites_count,verified,user_id_char,text_length,text_word_count,opinion_key,opinion_label,opinion_annotation_confidence,ego_involvement_key,ego_involvement_label,ego_involvement_annotation_confidence
48,49,foxnews,"@FoxNews The student loan forgiveness program served its purpose, buying votes heading into the midterms.  Surely Biden knew it was illegal.",1.5982788246048973e+18,1,0,Thu Dec 01 11:32:21 +0000 2022,1.586063769611944e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,11:32:21,2022,2022-12-01,1.5982788246048973e+18,Fri Oct 28 18:34:36 +0000 2022,,"Vermont, USA",27,PassuPerry,1621,1052,False,1.586063769611944e+18,140,21,1,NEUTRAL support,0.75,0,Very important,0.65
49,50,foxnews,@FoxNews Democrats knew this was a bullshit ploy to get votes.   Biden doesn’t have the authority to cancel student loans.,1.598279247692722e+18,0,0,Thu Dec 01 11:34:01 +0000 2022,1.3527335455890596e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,11:34:01,2022,2022-12-01,1.598279247692722e+18,Fri Jan 22 21:43:19 +0000 2021,,,171,Frank70050544,11824,50481,False,1.3527335455890596e+18,122,21,2,AGAINST student loan forgiveness,0.36,2,Not important at all,0.42
50,51,msnbc,@MSNBC How do people feel their not getting their student loan forgiveness?,1.598283560645165e+18,0,0,Thu Dec 01 11:51:10 +0000 2022,3202808548.0,1.5982777414089318e+18,2836421,MSNBC,Thu,Dec 01,11:51:10,2022,2022-12-01,1.598283560645165e+18,Sat Apr 25 00:29:17 +0000 2015,People following me are president Trump supporters. Donald J Trump our 45th President. Retweeted twice by Campaign Trump MAGA 2024 🇺🇸🇺🇸,"Massachusetts, USA",874,michael_favreau,30060,16373,False,3202808548.0,75,12,0,FOR student loan forgiveness ,0.95,0,Very important,0.95
51,52,foxnews,"@FoxNews Looks like all the student loan people that voted for Biden voted for a bribe pre-election that constitutionally can't be carried out. If you vote don't vote for personal favors vote for your country. With Biden in the office look at what you've done to our country. Economy, war.",1.5982884024951887e+18,1,0,Thu Dec 01 12:10:24 +0000 2022,1.5059690744000755e+18,1.598287350899032e+18,1367531,FoxNews,Thu,Dec 01,12:10:24,2022,2022-12-01,1.5982884024951887e+18,Mon Mar 21 18:06:48 +0000 2022,Conservative,,0,BekKuch,248,307,False,1.5059690744000755e+18,289,54,1,NEUTRAL support,0.45,1,Somewhat important,0.33
52,53,foxnews,"@FoxNews He should not just say he is going to take care of student loans, he is buying votes and lying to the American citizens",1.598289668722e+18,3,0,Thu Dec 01 12:15:26 +0000 2022,1.51462072364143e+18,1.598287350899032e+18,1367531,FoxNews,Thu,Dec 01,12:15:26,2022,2022-12-01,1.598289668722e+18,Thu Apr 14 15:05:23 +0000 2022,,,4,sheila_harston,368,265,False,1.51462072364143e+18,128,25,1,NEUTRAL support,0.95,0,Very important,0.57
53,54,foxnews,@FoxNews Your also forgetting the fact that he helped put a stop to student loan forgiveness! #TRUMP2024ToSaveAmerica,1.598292795856683e+18,0,0,Thu Dec 01 12:27:52 +0000 2022,1.1478815700255292e+18,1.598200258055602e+18,1367531,FoxNews,Thu,Dec 01,12:27:52,2022,2022-12-01,1.598292795856683e+18,Sun Jul 07 14:54:27 +0000 2019,,,9,TammyBu55231230,198,81,False,1.1478815700255292e+18,117,17,1,NEUTRAL support,0.79,2,Not important at all,0.95
54,55,foxnews,@FoxNews NOT A STINKING PENNY FOR STUDENT LOAN FORGIVENESS!!,1.5982959616376463e+18,1,0,Thu Dec 01 12:40:26 +0000 2022,1.420377154186064e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,12:40:26,2022,2022-12-01,1.5982959616376463e+18,Wed Jul 28 13:34:55 +0000 2021,,,2,DahlmanCarl,2626,1336,False,1.420377154186064e+18,60,9,2,AGAINST student loan forgiveness,0.54,1,Somewhat important,0.95
55,56,foxnews,@FoxNews Just did this to help try and get votes. Pay your student loans just like everyone else did in the past. Congress won't pass this.,1.598297708292608e+18,0,0,Thu Dec 01 12:47:23 +0000 2022,1.5893270550234726e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,12:47:23,2022,2022-12-01,1.598297708292608e+18,Sun Nov 06 18:41:45 +0000 2022,,SC,0,SouthernHeat,5,45,False,1.5893270550234726e+18,139,27,0,FOR student loan forgiveness ,0.53,1,Somewhat important,0.95
56,57,foxnews,"@FoxNews I never had a student loan, will they pay my house off instead?",1.598298231880188e+18,0,0,Thu Dec 01 12:49:28 +0000 2022,1.58768280388148e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,12:49:28,2022,2022-12-01,1.598298231880188e+18,Wed Nov 02 05:48:21 +0000 2022,,Idaho,2,dankern6969,251,325,False,1.58768280388148e+18,72,14,1,NEUTRAL support,0.82,3,cannot judge importance,0.94
57,58,foxnews,"@FoxNews Just a thought, but why don't colleges and universities with their HUGE endowments pay off some student debt? Better yet, how about low or no interest student loans? The accruing interest makes it seem insurmountable to pay off loans for students.",1.5982982757651907e+18,5,0,Thu Dec 01 12:49:38 +0000 2022,1.5861506099458253e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,12:49:38,2022,2022-12-01,1.5982982757651907e+18,Sat Oct 29 00:19:33 +0000 2022,,,1,chilout_jc,2,56,False,1.5861506099458253e+18,256,43,3,cannot judge support,0.72,0,Very important,0.62
58,59,foxnews,"@FoxNews Political theater just like everything Joe Biden does all show no substance. He knows his actions in forgiving student loans are not legal. He’s a showman, a ConMan doing it solely to ingratiate himself with the left.",1.5983009788679455e+18,2,0,Thu Dec 01 13:00:23 +0000 2022,1.5861480259484262e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:00:23,2022,2022-12-01,1.5983009788679455e+18,Sat Oct 29 00:09:29 +0000 2022,,,0,RonaldW98262061,6,12,False,1.5861480259484262e+18,226,39,1,NEUTRAL support,0.79,1,Somewhat important,0.5
59,60,foxnews,@FoxNews So everybody that has already paid their student loans should get all their money back too,1.5983021172482376e+18,4,0,Thu Dec 01 13:04:54 +0000 2022,1.586864517073576e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:04:54,2022,2022-12-01,1.5983021172482376e+18,Sun Oct 30 23:36:50 +0000 2022,,,0,CossinMarty,1,29,False,1.586864517073576e+18,99,17,0,FOR student loan forgiveness ,0.87,2,Not important at all,0.95
60,61,foxnews,@FoxNews That isn’t want Nancy Pelosi said. She said Biden does not have the authority to forgive student loans like that 😏,1.5983021304731443e+18,1,0,Thu Dec 01 13:04:57 +0000 2022,1.5879398681050683e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:04:57,2022,2022-12-01,1.5983021304731443e+18,Wed Nov 02 22:49:44 +0000 2022,"I love Jesus. I am a wife, mother and grandmother. 🌲 🌲🌲🌲",,3,Sherrie19801985,163,299,False,1.5879398681050683e+18,123,22,1,NEUTRAL support,0.8,3,cannot judge importance,0.74
61,62,foxnews,@FoxNews Now I knows he’s full of it in regards to student lone debt forgiveness.If Biden thinks the same Supreme Court that overturned roe v wade is going to back him he’s nuts or he’s just blowing smoke up his base’s ass to get votes.,1.59830279951496e+18,0,0,Thu Dec 01 13:07:37 +0000 2022,2610849164.0,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:07:37,2022,2022-12-01,1.59830279951496e+18,Tue Jul 08 02:11:17 +0000 2014,I'm a dreamer looking for the wisdom of life.This is real persons page run by a real person.that uses it for whatever research Im doing and blogging.,"Columbus, OH",411,KirbbDogg2000,12310,165645,False,2610849164.0,236,50,0,FOR student loan forgiveness ,0.6,0,Very important,0.64
62,63,foxnews,"@FoxNews Student debt is numbers on screen. Sh$t to be honest thats what we all are. Americans are in debt because of student loans. I believe that if u have a degree, then u should be student debt loan forgiven. Or there should be requirements ! Why not ?",1.5983043949314127e+18,1,0,Thu Dec 01 13:13:57 +0000 2022,1.191360332960346e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:13:57,2022,2022-12-01,1.5983043949314127e+18,Mon Nov 04 14:23:41 +0000 2019,loving life!!! Married for 21 years and 6 amazing children and i still can run with the best! Always striving to beat my best!! Self made! Luckiest women alive,,11,TheMilesCrew,151,56,False,1.191360332960346e+18,256,48,1,NEUTRAL support,0.85,3,cannot judge importance,0.63
63,64,foxnews,@FoxNews In a Christian Nation people blocking someone else blessing.  If I had to pay my student loans everybody else should pay theirs too.,1.5983054133295227e+18,0,0,Thu Dec 01 13:18:00 +0000 2022,8.056616934393158e+17,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:18:00,2022,2022-12-01,1.5983054133295227e+18,Mon Dec 05 06:34:50 +0000 2016,,,2,tdlee32,50,802,False,8.056616934393158e+17,141,24,2,AGAINST student loan forgiveness,0.67,1,Somewhat important,0.95
64,65,foxnews,@FoxNews NO STINKING MONEY FOR STUDENT LOANS FORGIVENESS!!!,1.5983058107650376e+18,0,0,Thu Dec 01 13:19:35 +0000 2022,1.420377154186064e+18,1.598287350899032e+18,1367531,FoxNews,Thu,Dec 01,13:19:35,2022,2022-12-01,1.5983058107650376e+18,Wed Jul 28 13:34:55 +0000 2021,,,2,DahlmanCarl,2626,1336,False,1.420377154186064e+18,59,8,2,AGAINST student loan forgiveness,0.95,2,Not important at all,0.61
65,66,foxnews,@FoxNews Explain to me why I should pay YOUR student loan debt when I worked two jobs to put myself through college so I would not have college debt. How is that fair in any level.,1.5983058183062897e+18,0,0,Thu Dec 01 13:19:36 +0000 2022,1.0884390290691564e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:19:36,2022,2022-12-01,1.5983058183062897e+18,Thu Jan 24 14:11:01 +0000 2019,"Retired Produce Broker, Proud Red State Native Floridian",,1,BeeseElizabeth,85,74,False,1.0884390290691564e+18,180,36,0,FOR student loan forgiveness ,0.82,1,Somewhat important,0.66
66,67,foxnews,@FoxNews I don’t want my student loans forgiven. I’d be tremendously greatful if they lowered the predatory interest rates though. Some of mine are as high as almost 7%. Makes it hard to even make a dent in the principle.,1.5983061561240123e+18,46,1,Thu Dec 01 13:20:57 +0000 2022,1.587018964315607e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:20:57,2022,2022-12-01,1.5983061561240123e+18,Mon Oct 31 09:49:50 +0000 2022,,,2,spiritofsamson,37,334,False,1.587018964315607e+18,221,42,2,AGAINST student loan forgiveness,0.95,0,Very important,0.95
67,68,foxnews,"@FoxNews Then reimburse the millions of Americans who paid their student loans off, including me over a 10 yr period.",1.5983065122580887e+18,0,0,Thu Dec 01 13:22:22 +0000 2022,1.587621018163708e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:22:22,2022,2022-12-01,1.5983065122580887e+18,Wed Nov 02 01:43:16 +0000 2022,Retired College Mathematics Instructor & VP. Love God & Family❤️,,3,CharlieB2527,32,435,False,1.587621018163708e+18,117,20,1,NEUTRAL support,0.95,0,Very important,0.95
68,69,foxnews,@FoxNews He trying to buy votes but who will get stuck paying these student loans the taxpayers!,1.5983070053405696e+18,0,0,Thu Dec 01 13:24:19 +0000 2022,1.5595413633304904e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:24:19,2022,2022-12-01,1.5983070053405696e+18,Tue Aug 16 14:03:49 +0000 2022,,,0,Gaspar1450,40,36,False,1.5595413633304904e+18,96,17,1,NEUTRAL support,0.32,1,Somewhat important,0.95
69,70,foxnews,"@FoxNews It’s ok, I forgave myself, my student loans are between the government and god now",1.598307569445e+18,1,0,Thu Dec 01 13:26:34 +0000 2022,1.0987752123871272e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:26:34,2022,2022-12-01,1.598307569445e+18,Fri Feb 22 02:43:19 +0000 2019,Joey with a pineapple? Joey with a pineapple.,,3,WayDrifted,3,17,False,1.0987752123871272e+18,91,17,1,NEUTRAL support,0.47,1,Somewhat important,0.63
70,71,foxnews,@FoxNews An email was sent to people with student loans that stated their loan would be reviewed for debt forgiveness if they applied. A link was in that email asking for information related to the loan. Why would this be done if the program wasn’t already approved?  Why????This is nuts.,1.5983075971736207e+18,0,0,Thu Dec 01 13:26:40 +0000 2022,1.4251417245197435e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:26:40,2022,2022-12-01,1.5983075971736207e+18,Tue Aug 10 17:07:44 +0000 2021,InfoGraphic Designer,"Florida, USA",6,AmyEllenLoves,19,20,False,1.4251417245197435e+18,288,52,1,NEUTRAL support,0.52,3,cannot judge importance,0.92
71,72,foxnews,@FoxNews It was promised so they should get it! It's not fair to give all this money each month to people with kids that can also work and people without kids get nothing. People who have student loans do have jobs and have been working the whole time and need help! COVID put them behind,1.598308688053391e+18,0,0,Thu Dec 01 13:31:01 +0000 2022,2569245014.0,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:31:01,2022,2022-12-01,1.598308688053391e+18,Sun Jun 15 15:56:46 +0000 2014,,,10,walsha02100,27,170,False,2569245014.0,288,56,2,AGAINST student loan forgiveness,0.6,1,Somewhat important,0.57
72,73,cnn,@CNN Student loan forgiveness once again 👎,1.5983087728580076e+18,0,0,Thu Dec 01 13:31:21 +0000 2022,1.5954702546076713e+18,1.5982895994990592e+18,759251,CNN,Thu,Dec 01,13:31:21,2022,2022-12-01,1.5983087728580076e+18,Wed Nov 23 17:32:21 +0000 2022,,,2,jackSpa81774793,243,5,False,1.5954702546076713e+18,42,6,0,FOR student loan forgiveness ,0.57,3,cannot judge importance,0.74
73,74,foxnews,@FoxNews I don’t have any student loans but I’ll take 20 bucks.,1.598309742497104e+18,2,0,Thu Dec 01 13:35:12 +0000 2022,1.5633323266328044e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:35:12,2022,2022-12-01,1.598309742497104e+18,Sat Aug 27 01:08:23 +0000 2022,"I'm not ""special"" feeling that way is an entitled way to live. I'm just a boring conservative.","Summerville, South Carolina ",4,RobertL46453904,90,181,False,1.5633323266328044e+18,63,14,1,NEUTRAL support,0.83,0,Very important,0.65
74,75,foxnews,"@FoxNews Ok, so how is this fair to the people who have paid their student loans off???... And is this fair to the American tax payers who will ultimately pay for this.",1.598311497100411e+18,0,0,Thu Dec 01 13:42:10 +0000 2022,9.804580599055524e+17,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:42:10,2022,2022-12-01,1.598311497100411e+18,Sun Apr 01 14:53:12 +0000 2018,,,1,Mlovelace8301,105,140,False,9.804580599055524e+17,168,32,1,NEUTRAL support,0.62,1,Somewhat important,0.73
75,76,foxnews,"@FoxNews And how is this equitably when the millions of other students and families had to work multiple jobs and years and years to pay thier student loans. Basically what this does is now makes those families and students, along with other kids who couldn’t afford to go to college pay",1.5983119538349056e+18,8,0,Thu Dec 01 13:43:59 +0000 2022,1.108885124459e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:43:59,2022,2022-12-01,1.5983119538349056e+18,Fri Mar 22 00:16:30 +0000 2019,,,1,MAP3122,5,0,False,1.108885124459e+18,287,52,1,NEUTRAL support,0.94,2,Not important at all,0.95
76,77,foxnews,"@FoxNews The PPP loans were given to businesses that kept their employees on payroll after the government FORCED them to close shop.

Student loans are what people WILLINGLY sign up for to pay for their education. The terms are made clear before they start.

They are NOT THE SAME.",1.5983145773258506e+18,5,0,Thu Dec 01 13:54:25 +0000 2022,1.5958154965275195e+18,1.598208264033935e+18,1367531,FoxNews,Thu,Dec 01,13:54:25,2022,2022-12-01,1.5983145773258506e+18,Thu Nov 24 16:24:06 +0000 2022,"Dad, Husband, Sailor, Engineer",United States,15,ClaudeThe3rd,28,461,False,1.5958154965275195e+18,281,49,0,FOR student loan forgiveness ,0.95,0,Very important,0.57
77,78,foxnews,@FoxNews If you sign a credit application to get a loan it’s a promise to repay.  It’s their debt!!! I paid my own student loans and so did most other people.  I resent paying other peoples bills.,1.5983146262398484e+18,2,0,Thu Dec 01 13:54:36 +0000 2022,7.848892598114918e+17,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,13:54:36,2022,2022-12-01,1.5983146262398484e+18,Sat Oct 08 22:52:37 +0000 2016,Dogs And Christians,"Minnesota, USA",2,pearlie004,263,21,False,7.848892598114918e+17,196,39,1,NEUTRAL support,0.5,0,Very important,0.95
78,79,foxnews,"@FoxNews President Biden, I remember who payed off my student loans it was me. I applied for the loan. So I paid that loan. It’s just that simple.",1.598316722930565e+18,3,0,Thu Dec 01 14:02:56 +0000 2022,9.554807315846226e+17,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,14:02:56,2022,2022-12-01,1.598316722930565e+18,Mon Jan 22 16:42:13 +0000 2018,,,4,SeanMcC67861967,126,465,False,9.554807315846226e+17,146,29,1,NEUTRAL support,0.94,1,Somewhat important,0.42
79,80,foxnews,"@FoxNews I have student loan debt myself, but I dont expect my neighbor to pay for it. Maybe think about addressing the ridiculously high cost of higher education.",1.5983171946093115e+18,7,0,Thu Dec 01 14:04:49 +0000 2022,1.5214536163468493e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,14:04:49,2022,2022-12-01,1.5983171946093115e+18,Tue May 03 11:37:06 +0000 2022,,,3,918Radar,34,25,False,1.5214536163468493e+18,163,28,1,NEUTRAL support,0.74,1,Somewhat important,0.95
80,81,foxnews,@FoxNews How many people between the ages of 18 - 38 voted for Biden solely on the expectation he would forgive student loan debt? #Duped,1.5983172419085763e+18,1,0,Thu Dec 01 14:05:00 +0000 2022,1.357024805992751e+18,1.598287350899032e+18,1367531,FoxNews,Thu,Dec 01,14:05:00,2022,2022-12-01,1.5983172419085763e+18,Wed Feb 03 17:55:09 +0000 2021,"Newsman here with the news. Reviewing news as it comes available and calling out fake news when I see it. If you aren’t already following me, that’s on you. I",,8,Newsman_News,1626,20,False,1.357024805992751e+18,137,24,2,AGAINST student loan forgiveness,0.73,0,Very important,0.48
81,82,nytimes,"@nytimes Gov Puto (Abbott)! Doesnt ""blocking"" Pres Biden student loan plan HURT Texans who voted for you!?",1.5983202281062236e+18,0,0,Thu Dec 01 14:16:52 +0000 2022,109155002.0,,807095,nytimes,Thu,Dec 01,14:16:52,2022,2022-12-01,1.5983202281062236e+18,Thu Jan 28 03:57:23 +0000 2010,,,75,AlfaLion,4581,74,False,109155002.0,106,17,1,NEUTRAL support,0.38,1,Somewhat important,0.83
82,83,foxnews,"@FoxNews If Biden really wants to help ALL Americans how about giving us all 1 year interest free from credit cards, home loans, car loans and student loans?",1.59832022867234e+18,0,0,Thu Dec 01 14:16:52 +0000 2022,1.586147599513518e+18,1.5982707266535752e+18,1367531,FoxNews,Thu,Dec 01,14:16:52,2022,2022-12-01,1.59832022867234e+18,Sat Oct 29 00:07:58 +0000 2022,,,3,RonaRogers68,5,89,False,1.586147599513518e+18,157,28,0,FOR student loan forgiveness ,0.95,3,cannot judge importance,0.52
